"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Ecuador","ECU","New businesses registered (number)","IC.BUS.NREG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services","IC.BRE.US.P1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Taxation Pillar 1: Quality of Regulations on Taxation","IC.BRE.TX.P1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Pillar 1: Regulatory Framework","IC.BRE.P1.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Market Competition: Overall Score","IC.BRE.MC.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Labor: Overall Score","IC.BRE.LB.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: International Trade: Overall Score","IC.BRE.IT.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Financial Services: Overall Score","IC.BRE.FS.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Dispute Resolution: Overall Score","IC.BRE.DR.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Business Location: Overall Score","IC.BRE.BL.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Business Insolvency: Overall Score","IC.BRE.BI.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","B-READY: Business Entry: Overall Score","IC.BRE.BE.OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Human capital index (HCI), male (scale 0-1)","HD.HCI.OVRL.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512530982494354","","","","","","","0.587","0.579084277153015","","0.576708376407623","","","","",
"Ecuador","ECU","Human capital index (HCI), female (scale 0-1)","HD.HCI.OVRL.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.540452778339386","","","","","","","0.619","0.61447948217392","","0.612971484661102","","","","",
"Ecuador","ECU","Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval","GE.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0874328613281","","55.7377052307129","","45.3551902770996","","37.8378372192383","31.8918914794922","32.8358192443848","31.3725490570068","28.2926826477051","37.3786392211914","38.3495140075684","42.5837326049805","42.1052627563477","48.8151664733887","51.6587677001953","51.1848335266113","55.769229888916","50.9523811340332","50.476188659668","53.8095245361328","52.8571434020996","52.3809509277344","50.476188659668","57.6190490722656","57.5471687316895","48.5849075317383","",
"Ecuador","ECU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.53601790458464","10.7895367508185","8.56680393710152","8.31774205819563","10.0373187334261","11.8679139456144","12.4214216953588","10.9824984093946","13.4658502948037","13.5513516466181","14.5170790306456","12.9072226809641","14.5823356272969","","","","","15.9488228726749","17.9832827899846","17.8053426338043","17.5054873932305","15.3763080690245","12.4129070208035","10.9711960311364","8.20905183947306","6.48312147109806","5.83348058968642","5.80944632742375","5.84167365948502","6.84396771273186","7.80050914241561","14.0242548813931","","","",
"Ecuador","ECU","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420","","","","","","",
"Ecuador","ECU","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","43.2835807800293","","30.8457717895508","","41.2935333251953","38.3084564208984","33.6538467407227","28.8461532592773","31.730770111084","35.5769233703613","34.1346168518066","34.1232223510742","34.5971565246582","30.9859161376953","31.9248828887939","33.8028182983398","33.4975357055664","31.0344829559326","32.019702911377","34.4827575683594","37.8640785217285","39.1304359436035","37.6811599731445","42.0289840698242","40.0966186523438","38.7254905700684","",
"Ecuador","ECU","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","29.5476419634264","26.3616557734205","40.0247066090179","32.6639344262295","37.618636755824","34.5646437994723","36.7977528089888","40.4040404040404","51.2915129151292","35.9459459459459","41.0628019323672","42.3857868020305","41.8886198547215","38.477366255144","37.007874015748","36.0687022900763","32.8767123287671","38.161606105857","39.3854617632809","36.7001525574969","43.228774056582","45.0968805399185","45.8044104452944","50.1088369782764","50.3561854588247","53.2734074401121","54.0780612784962","49.6871271398311","48.9305909596155","51.3343909507951","50.7762623293025","55.7590995313543","54.6487855615997","53.8320566266468","56.8065838888993","56.6074124686849","61.0579377200755","64.7965859623058","66.4394517864535","68.5999703714849","65.585778737981","70.4256749108646","71.1404025062269","67.7544198522255","36.6392816676022","47.8616621462252","52.3603898315663","48.8075327877003","48.6780647919003",
"Ecuador","ECU","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","103900000","183600000","161900000","244000000","347700000","379000000","356000000","297000000","271000000","370000000","414000000","394000000","413000000","486000000","508000000","524000000","584000000","602700000","639830000","694820000","650030000","643060000","635310000","684510000","798313050","807156930","826941379.946265","817840352.619939","945176393.434193","946327287.15454","964820917.346812","1118075708.46306","1357397800.94011","1244871660.83808","1375454284.84365","1489861830.43138","1691056332.41035","1923214612.88873","2230797746.30459","2261499492.70182","2627387397.47387","2857200576.22798","3193399471.54613","3228883098.98674","1913877106.36375","2203857336.68892","3424701264.21408","4070253944.71783","3652560134.85583",
"Ecuador","ECU","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","88600000","91600000","111400000","125000000","123200000","125630000","131640000","148280000","169050000","137440000","177310000","184520000","306910000","482170000","1065940000","879850000","1157570000","1346550000","1433430000","1503640000","1797650000","1874020000","1627130000","1875010000","2106180000","2288760000","1828300000","1701560000","1646315300","2106621200","2207540100","2444436200","2549448100","2917508000","3637943100","4157944500","4733525490","5048127891","4167986481","4966730729.2096","4751323245","4608822275","4987991907","6189378775","7728157242","10061005846","12686276174","13846982776","18335144316","13522233751","17207383911","21702735144","23549272963","24881025644","25653230679","18310392097","16785729768","19062795971","21648298734","22227969750","20305016901","26659456927","32556177749","31071737631","",
"Ecuador","ECU","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","","0.109170305676856","0.179533213644524","0.08","0.0811688311688312","0.111438350712409","0.00759647523549073","4.32290261667116","0.00591540964211772","0.145518044237485","0.208674073656308","0.585302406243226","0.915577856700661","0.342202957463135","0.331163104865189","1.22748195715179","0.92348626864898","0.0519847016449445","","","","","","0.0106666097780812","0.00189917291019761","0.0249043150002622","","","0.00261189335967418","0.000408236658778522","0.0204843391066826","0.0761361658774322","0.0325992123550191","0.78782988769868","0.377603486981421","0.195916515961192","0.154324065972232","0.0839016976481747","0.0447525923729118","0.0582213565955703","0.0335295225740845","0.0433016263357649","0.062435446128722","0.454952670108641","0.275349211120516","0.197312508350172","0.0398631633951374","0.120964207661408","0.0716371236224089","0.114243003666887","0.347357055024446","0.329507790264724","0.462223972566044","0.384211882451288","0.234350666207565","0.518520971571961","0.588821096050425","0.817019031399882","0.729454433996633","0.901233577574038","1.31245481990648","1.0336195773025","0.698906391144117","1.07604779935585","",
"Ecuador","ECU","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","0.225733634311512","0.109170305676856","0.359066427289048","0.08","0.0811688311688312","0.286555758974767","3.68429048921301","6.40005395198274","2.05856255545697","1.0477299185099","0.214313913484857","0.726208541079558","1.3424130852693","0.77566003691644","0.379946338443064","1.38205375916349","1.38652522093696","0.103969403289889","0.107434614874811","0.0465536963634913","0.0750980446694295","0.0448234277115506","0.0706765900696318","0.110932741692044","0.0313363530182606","0.0908789038606057","0.0525077941256905","0.220973694727192","0.137598186689998","0.11710221087683","0.0671652578360864","0.105382173607149","0.0847359865847044","1.11231914359789","0.647187142646624","0.380260005875499","2.36869065640122","3.35534999622299","1.43822292306519","3.13826190443434","0.463912722065282","0.648340535109916","0.449414281698032","0.978020657654774","1.66351533715338","0.940366385311412","2.33362876497","1.70387656153462","2.61797951915286","1.65544708161435","3.89791859976593","2.58203112779046","4.3211184336723","6.11211927417762","8.01255506848358","12.4290027157467","14.3139885438909","15.7706663889888","17.4372187874114","19.3830858169132","23.3039910484732","23.09404107465","23.5122986427211","24.595831996133","",
"Ecuador","ECU","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","0.165803128175728","0.319211424927585","0.375688054724061","0.291748165116568","0.242778418558436","0.322242050588541","0.239121160514478","0.49407408487481","0.554101033271851","0.630454944293069","0.330950444042679","0.30128254495034","0.153910090068999","0.00774200888485828","0.103113686236163","0.126307207821449","0.0731691994734338","0.0738915648421561","0.1737394476762","0.153756730884704","0.0543196626678698","0.0445903669544086","0.0102226166210973","3.54628813348116","3.25856833837186","0.173209690439282","","","0.152910146258777","0.147113986953369","0.729145971708188","0.161481100668041","0.221832671094404","0.306109386997715","0.193814288685163","0.147930922157966","0.154204597634885","0.127887166128151","0.203257023837646","0.237367080261315","0.263377478596076","0.188013321764884","0.260353137241963","0.448753824817946","0.709601344870952","0.824224237178258","0.654153512760265","0.49230884676117","0.62297890547862","0.62204150951619","0.65714730012745","0.847310221074743","0.74278506267087","0.992358606198248","1.07250605981619","1.35925235768237","1.33949761872664","1.39691194692572","4.12023735620389","6.61445465526514","6.60995491048726","6.99936072862236","6.88594032491159",
"Ecuador","ECU","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","0.139913776920793","0.134780228190053","0.400088201052588","1.62669975400557","","","0.552637848148523","0.40320643393163","0.492184120442659","1.02590839081359","18.3577849794859","53.1575474026229","62.0107624820355","60.3778430560758","58.8801184944761","49.6665771609678","46.1279485491775","55.9936963302542","63.0653729919537","61.889387034498","64.2539412920006","73.8769149735086","69.6004907252492","62.8576604021713","41.7745047513885","40.4310403585421","","","51.8951517373859","40.401842187814","43.9377813725473","41.3865217830625","33.9521101790798","35.0771093762565","36.3213789589622","29.7250489696057","21.9572375032799","33.242154001429","50.6508422802778","40.8783929169536","40.9750775445068","43.1626885974467","55.6625239238104","59.4704452779803","59.273668541052","59.9917457565675","62.2801482982578","50.2337945782196","55.3030204823096","57.7787990802791","57.846148412909","56.5210833601088","51.6086837081626","36.3427967688568","32.7169914569429","36.2561114099386","40.7852721644812","39.1701538590398","26.0572897017572","32.2853645441255","35.4829696314727","28.8613429479255","27.4813880702454",
"Ecuador","ECU","Export volume index (2015 = 100)","TX.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","13.3223623604","13.5784561513","13.2242992625","13.9705730763","16.0264906867","18.9496351671","21.0160831546","17.1498417976","23.547200285","22.532795122","24.9011813093","28.5380333132","32.6993796289","32.7861543184","39.1189220831","44.4686255619","47.2361807305","50.6169934477","46.6165542687","46.4055720682","43.3882190341","44.8525603625","47.2556681152","53.7161796567","62.4136243281","69","76.3","77.2","80","76.6","78.7","83.4","88","91.3","100.5","100","97.7","100","99.2","105.8","112.6","116.2","117.4","122.2","",
"Ecuador","ECU","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","60.6459054209919","54.5197168857432","52.7349854878321","47.0206378986867","38.3956409868321","39.4724005134788","30.1988636363636","33.2196162046908","44.8616600790514","46.481178396072","47.5","51.3776337115073","51.5789473684211","51.4579759862779","41.5894039735099","43.1372549019608","43.5810810810811","38.0199721622808","47.0830828979611","41.9746984713298","40.7762607558086","42.2634339762918","41.4964192413242","32.1463239730999","35.6964455631265","39.7489640665591","43.1333731556571","42.2760935510042","47.9470160226561","49.9918250416336","51.5676961031634","53.3585175259268","56.589113385796","53.1965169984483","58.3516402894329","57.8337933185266","55.2959920769353","51.2244431933806","51.533889385002","49.0371495853532","33.0142001268458","38.695200447107","36.6261309429991","36.5143305888643","36.0898697907632","45.8243544378076","49.5586489508179","34.4884791057409","35.4387061963294",
"Ecuador","ECU","Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)","TM.VAL.MRCH.WR.ZS","2.60586319218241","1.34529147982063","5.20094562647754","3.66666666666667","3.01692420897719","4.67836257309941","4.57375478927203","5.1980198019802","4.62128862855989","6.39421619983549","8.85624264510496","11.8372043727099","10.8214824564219","12.9640648850025","12.424080165226","10.0368429246017","9.62527868290173","9.92639108735328","10.0532536693077","11.4520817552651","11.1070835517196","11.468579678578","11.5774225149551","15.2991276187487","21.8169198735251","18.281791220484","16.0384125882217","14.906180611473","15.8177664069377","21.1450266897226","18.5410518113384","16.5930344603263","17.4125490991278","13.7118714514574","22.4310444268633","21.9356282421787","23.888119606623","21.0250159135768","21.9891225164848","23.481127925436","25.6247378846613","26.6342014330951","29.6990149561909","29.4586092209011","31.2794149079537","31.6445894373504","30.1488138173866","26.8328112264476","24.8168060463452","26.8313344768743","27.3855752528167","24.2823563669716","23.0360551462661","22.0733069018515","21.3453998221466","21.0172909340069","23.3563427139958","24.539205669055","23.0800695525725","22.4760689968353","23.0037266285159","21.4859601020809","20.9586248397542","21.5446585610294","",
"Ecuador","ECU","Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","TM.VAL.MRCH.R5.ZS","0.651465798045603","0.7847533632287","1.06382978723404","0.416666666666667","0.662251655629139","0.375031782354437","0.383141762452107","0.315472723742963","0.270652393455868","0.28139746309364","0.208784117222792","0.139296853708022","0.115566113447401","0.0543295475124829","0.06272469976287","0.110009859374189","0.10932944606414","","","","","","","","","","","","","","","","","0.0418057164071296","","","0.14659648713365","0.146362023581571","0.184362463148749","0.162196690005524","0.235084249750792","0.311041094664565","0.354019844198782","0.289368549597779","0.316162110962842","0.387365291857627","0.465677463232029","0.512426037498848","0.706622899551738","0.68110793148631","0.72549932901549","0.920196762922737","1.83207671335083","2.09893929180789","1.3492257380345","2.54956822848913","1.62193998287829","1.96141075387528","1.56056608037816","1.72707669566139","1.67987338204787","1.69601099796643","1.86116769009859","1.98973436545013","",
"Ecuador","ECU","Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","TM.VAL.MRCH.R1.ZS","","","0.118203309692671","0.166666666666667","0.0735835172921266","0.45766590389016","0.437021072796935","0.315472723742963","0.298929509190063","0.367981297891684","0.25054094066735","0.66317415134906","0.844274662129627","0.908079579851499","0.648665187791632","0.232473665092626","0.811395986966215","0.79231215022792","0.316514106411632","0.376146729595173","1.2995410215088","0.119396721835612","0.2360506075828","0.32741046144189","0.224831080079017","0.127345996241878","0.103552007404836","0.166898470097357","0.262870250276305","0.242911023249371","0.158186055956005","0.442853468513446","0.292344392342653","0.595327928720446","0.197833973386669","0.168525749303532","1.10101600692218","1.39140956658623","1.64479733927819","1.84457345795238","2.89853960462035","3.76646871859116","4.45416094286184","5.07854041260396","6.52115145420007","8.20878367059722","8.69900759464159","10.199431923646","11.0266556852656","9.15900019548661","10.1046253568222","11.1953343108846","13.1275664586566","14.5799820114132","15.1283321434949","21.426400101272","21.8446062896737","21.7114652007229","22.1654172153875","23.1527458902133","25.3995975575582","26.7746261561033","24.9136039021913","23.7516879669649","",
"Ecuador","ECU","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","","","","","","0.0444952962115434","0.0179597701149425","0.009706853038245","0.00807917592405575","0.103900601757652","0.00759214971719242","0.0545074644944433","0.00321016981798337","0.0103484852404729","0.00458961217777098","0.0114161174822272","0.00428742925741725","","","","","","0.124538841528232","0.158355386579738","0.651357588197258","0.0945190283217496","","","","","","","","0.0702142341200825","0.197083821409315","0.593028515162189","0.329941795063184","0.33043466880223","0.213804131928688","0.302988264269626","0.0433423392886534","0.66521411181037","0.127623048936591","0.208146196612102","0.304902363875196","0.762084904210407","0.921336420389349","1.572862865881","0.291155066300203","0.101001537544634","0.285433375915748","0.413317294679411","0.69861485787558","0.250473228376377","0.94842379996321","1.01444542727721","0.230600646934751","0.275110763999174","0.297326867069234","0.255387822435234","0.237415928091859","1.24691502881344","0.255490685252154","0.604183146506704","",
"Ecuador","ECU","ICT goods imports (% total goods imports)","TM.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81","7.89","8.37","10.43","10.83","11.12","7.56","6.79","7.17","6.45","6.29","6.31","6.43","6.64","6.58","5.65","5.62","5.53","5.85","5.73","7.28","5.8","","","",
"Ecuador","ECU","Import unit value index (2015 = 100)","TM.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","53.9","61.6","54.6","49.7","56","56","58.1","60.2","55.3","56","58.8","63","60.2","63.7","68.6","71.7","72","71.4","68.8","68","70","68.8","67.2","70","75.1","80.7","84.3","88.9","97.9","91","97.7","104.3","105.2","105.5","105.8","100","98.4","100.9","105.2","105.7","104.3","116.7","132.6","128.7","",
"Ecuador","ECU","Tariff rate, applied, simple mean, primary products (%)","TM.TAX.TCOM.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","12.04","11.81","11.72","11.85","11.96","13.55","11.57","11.62","12.05","11.88","10.98","10.99","9.02","8.71","7.56","7.34","9.02","7.06","7.27","","6.53","8.05","8.27","6.42","6.95","11.24","6.86","6.36","6.86","","",
"Ecuador","ECU","Tariff rate, applied, weighted mean, all products (%)","TM.TAX.MRCH.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.15","11.47","11.05","10.95","10.39","10.7","11.11","9.58","11.16","10.67","9.9","8.95","8.69","6.16","5.9","5.14","4.5","6.11","4.2","4.34","","5.09","6.38","6.81","7.03","7.35","8.11","6.21","4.63","5.19","","",
"Ecuador","ECU","Binding coverage, all products (%)","TM.TAX.MRCH.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.38","95.38","95.38","95.38","95.38","95.38","95.42","95.42","95.42","95.42","95.42","95.42","94.89","94.89","94.89","94.89","94.89","","94.43","94.43","94.43","94.43","94.58","94.56","94.56","94.56","94.56","","",
"Ecuador","ECU","Tariff rate, applied, simple mean, manufactured products (%)","TM.TAX.MANF.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.31","11.89","12.54","11.72","11.4","11.88","13.63","11.72","12.06","12.01","11.85","11.65","11.88","9.89","10.13","9.14","8.04","9.16","7.47","7.27","","6.97","10.66","11.16","9.64","9.67","9.69","9.05","7.8","7.89","","",
"Ecuador","ECU","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","12.5636339773915","13.2850513510302","15.8739808424106","13.593928424411","13.1453116892805","13.7827175359947","13.5429477646516","15.8208319163508","18.6276721725354","13.9774047433435","16.2095892115428","19.5699741726906","20.2449094979997","23.870983729617","27.3061041258344","25.3631992278439","24.3732869285351","23.8066246525629","25.6909251042248","26.1302148567397","26.4742768664344","21.5352428763405","22.5591302139024","22.3582867468012","25.0465497283312","27.2434305975296","26.0021156736648","29.9739838882218","29.9267189549297","30.3005789254957","30.0276799072582","30.8973076095635","30.4406295736661","28.8615110330849","33.0710644724163","34.7891793950927","35.0228426677793","36.2864170107886","34.9475949325631","38.014234458594","49.3059797720397","43.416682322933","42.4074682386618","41.7436240053676","45.4014037867425","50.6146538596473","54.3698527067682","56.5992410036566","61.6132585320788","48.1787346689768","55.8771201659178","59.1998789466291","56.125802769265","53.8405510744117","52.0357748337158","40.9928826134566","33.9116556219668","37.4585447571697","41.6872284427833","41.7237359477593","39.9236542649719","48.8798774283122","56.5790357085125","51.2005834363768","50.6095497085777",
"Ecuador","ECU","International tourism, receipts for travel items (current US$)","ST.INT.TVLR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255000000","281000000","290000000","291000000","343000000","402000000","430000000","447000000","406000000","462000000","486000000","490000000","623000000","742000000","670000000","781000000","843000000","1033000000","1246000000","1482000000","1551000000","1723000000","2012000000","2272000000","2282000000","702000000","","","","",
"Ecuador","ECU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315000000","330000000","335000000","330000000","377000000","451000000","438000000","449000000","408000000","464000000","488000000","492000000","626000000","745000000","674000000","786000000","849000000","1039000000","1251000000","1487000000","1557000000","1729000000","2018000000","2279000000","2288000000","705000000","","","","",
"Ecuador","ECU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","33.878","34.466","35.06","35.606","36.122","36.64","37.162","37.686","38.215","38.744","39.278","39.813","40.352","40.892","41.457","42.363","43.276","44.191","45.111","46.034","46.961","47.888","48.818","49.658","50.438","51.215","51.993","52.769","53.546","54.318","55.09","55.709","56.226","56.74","57.254","57.766","58.277","58.785","59.291","59.796","60.299","60.799","61.118","61.316","61.514","61.711","61.907","62.104","62.3","62.495","62.69","62.851","62.988","63.125","63.261","63.398","63.534","63.67","63.821","63.986","64.166","64.361","64.57","64.792","65.029",
"Ecuador","ECU","Rural population growth (annual %)","SP.RUR.TOTL.ZG","","1.92958362358434","1.94801931961699","2.0449824004288","2.11544075731638","2.13311154802327","2.14079590629609","2.14331758238348","2.1335107560753","2.1222238031524","2.09481609730988","2.07096481711699","2.0376240375861","2.00372833762817","1.92141634716709","1.28556774092267","1.21055907758635","1.14752743535508","1.08118222632952","1.01645768912154","0.960778141651383","0.907577370776163","0.839556256230186","0.97107541933132","1.05498399938808","0.991215171150805","0.883296649784477","0.784845539501842","0.681069775201905","0.605890693445949","0.533851312805402","0.772225705589582","0.931538236550487","0.848817877095039","0.739589545719647","0.696558077032186","0.666701644848649","0.621980717161302","0.57722072161917","0.528423525885579","0.477223210824576","0.463359096150153","0.931445801883332","1.25357574079631","1.23920117903377","1.21667670001708","1.2050519547453","1.18939565670585","1.18664448138685","1.18718844989726","1.15580358986194","1.20908064733581","1.22266106178809","1.12657195936075","1.06256772972301","1.05734182813128","1.08582980366426","1.15580914742524","1.29923377455485","1.23223702458109","0.680197434468191","0.228654464791332","0.20856231895501","0.243898413055812","0.185124067810351",
"Ecuador","ECU","Completeness of birth registration, urban (%)","SP.REG.BRTH.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6","","","","","","89","","91.6","","","95","","","","","","","","","",
"Ecuador","ECU","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","49.8626954985427","49.8748181777177","49.8854251534542","49.8947061158023","49.902561555349","49.9091433912988","49.9157080605277","49.9223049260293","49.9289098708894","49.9358853775817","49.9425137688337","49.9482023175835","49.9528567319453","49.9565979518399","49.9601362824583","49.9643662467086","49.969361740723","49.974245428248","49.9784712506853","49.9825635549615","49.9866578935735","49.9905805594671","49.9944607653806","49.9986086630745","50.0031626104076","50.008028006843","50.0123873912803","50.0154663595687","50.0172463618567","50.0179655007708","50.0173530336492","50.0153797566523","50.0128498049474","50.0101934020986","50.0074216083821","50.0038695433292","50.0003810023749","49.9974773768077","49.9951923014135","49.9936451525344","49.9926709362272","49.9919253279111","49.9905392346994","49.9882705337636","49.9844401019612","49.9793516788262","49.9737578757432","49.9680537893929","49.9622989787723","49.9567582632457","49.9520219782917","49.948764297958","49.9476021203177","49.9484346555554","49.9507643345945","49.9537969012478","49.9567922451304","49.9591754417788","49.958148448167","49.952987372219","49.9257297861372","49.888821992694","49.8702640690605","49.860453925602","49.8532792933982",
"Ecuador","ECU","Population, total","SP.POP.TOTL","4590891","4722331","4859269","5001716","5149918","5303963","5463748","5629057","5799680","5975236","6155387","6340052","6529034","6722033","6918573","7118251","7320912","7526819","7736167","7948869","8165877","8386910","8611298","8840417","9074782","9311154","9545998","9779290","10010808","10241852","10473673","10702380","10930128","11154274","11372197","11590514","11810950","12031127","12251184","12470795","12689206","12910740","13138472","13372306","13608701","13846163","14086131","14328773","14575202","14825954","15076695","15326227","15572194","15807128","16035124","16266225","16505139","16759519","17049547","17340021","17546065","17682454","17823897","17980083","18135478",
"Ecuador","ECU","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","85.2371740595974","85.8613269575613","86.4039359425747","86.6634196485961","86.5895983520193","86.4277678985974","86.290686698501","86.1272934047737","85.9282072392877","85.6846606009949","85.3962136345533","85.0523452227125","84.6329137754037","84.1342997620954","83.5622410620922","82.917133113675","82.199609935907","81.4131914924502","80.5541609685132","79.6209952609748","78.6158919140277","77.5594332228553","76.4621564996165","75.3194331262673","74.1675199590818","72.9942685682054","71.7809762438608","70.5505357318534","69.3532536634759","68.2509221846906","67.2465529174316","66.353070414856","65.5234772747855","64.7216930315596","63.9411509177871","63.1591812727016","62.3919413303752","61.621882091824","60.8086245143432","59.9444269270565","59.0746809884425","58.2213911935274","57.3678228728005","56.4905081297733","55.5640299822029","54.5923055999572","53.5872550414146","52.570281422984","51.6032526472122","50.7253286274733","49.8734777528196","49.0157486828874","48.152082652329","47.2200399125045","46.2128683196602","45.1673733619485","44.0716423973308","42.9725537026775","41.89563676813","40.8610821101763","39.9638217906488","39.1491792777126","38.2945348203168","37.3748619183195","36.3925485282803",
